,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement
13900,auto,medium,large,1999,15.0,19.0,4.3
13901,auto,medium,large,1999,14.0,17.0,4.3
13902,auto,medium,large,1999,13.0,17.0,5.0
13903,auto,medium,large,1999,13.0,17.0,5.7
13904,auto,medium,large,1999,14.0,16.0,3.9
13905,auto,medium,large,1999,11.0,17.0,5.2
13906,auto,medium,large,1999,11.0,16.0,5.9
13907,auto,medium,large,1999,11.0,17.0,5.2
13908,auto,medium,large,1999,11.0,16.0,5.9
13909,auto,medium,large,1999,13.0,17.0,4.2
13910,auto,medium,large,1999,11.0,17.0,4.6
13911,auto,medium,large,1999,11.0,16.0,5.4
13912,auto,medium,large,1999,13.0,17.0,4.2
13913,auto,medium,large,1999,11.0,17.0,5.4
13914,auto,medium,large,1999,10.0,14.0,5.4
13915,auto,medium,large,1999,14.0,17.0,4.3
13916,auto,medium,large,1999,13.0,17.0,5.0
13917,auto,medium,large,1999,13.0,17.0,5.7
13918,auto,medium,large,1999,15.0,20.0,4.3
13919,auto,medium,large,1999,15.0,19.0,4.3
13920,auto,medium,large,1999,15.0,19.0,4.3
13921,auto,medium,large,1999,14.0,17.0,4.3
13922,auto,medium,large,1999,14.0,17.0,4.3
13923,auto,medium,large,1999,13.0,16.0,5.0
13924,auto,medium,large,1999,13.0,17.0,5.7
13925,auto,medium,large,1999,14.0,15.0,3.9
13926,auto,medium,large,1999,11.0,17.0,5.2
13927,auto,medium,large,1999,11.0,17.0,5.2
13928,auto,medium,large,1999,11.0,16.0,5.9
13929,auto,medium,large,1999,13.0,17.0,4.2
13930,auto,medium,large,1999,11.0,16.0,4.6
13931,auto,medium,large,1999,11.0,16.0,5.4
13932,auto,medium,large,1999,14.0,17.0,4.3
13933,auto,medium,large,1999,13.0,16.0,5.0
13934,auto,medium,large,1999,13.0,17.0,5.7
13935,auto,medium,large,1999,15.0,19.0,4.3
13936,auto,medium,large,1999,14.0,17.0,4.3
13937,auto,medium,midsize,1999,13.0,17.0,2.8
13938,auto,few,midsize,1999,18.0,24.0,2.5
13939,manual,few,midsize,1999,18.0,25.0,2.5
13940,auto,medium,large,1999,16.0,23.0,3.4
13941,auto,medium,large,1999,16.0,22.0,3.3
13942,auto,medium,large,1999,16.0,22.0,3.3
13943,auto,medium,large,1999,15.0,22.0,3.8
13944,auto,few,large,1999,18.0,24.0,2.4
13945,auto,medium,large,1999,17.0,24.0,3.0
13946,auto,medium,large,1999,16.0,22.0,3.3
13947,auto,medium,large,1999,16.0,22.0,3.3
13948,auto,medium,large,1999,15.0,22.0,3.8
13949,auto,medium,large,1999,15.0,21.0,3.8
13950,auto,medium,large,1999,15.0,21.0,3.0
13951,auto,medium,large,1999,16.0,21.0,3.8
13952,auto,medium,large,1999,15.0,21.0,3.0
13953,auto,medium,large,1999,15.0,21.0,3.8
13954,auto,medium,large,1999,16.0,24.0,3.5
13955,auto,medium,large,1999,15.0,22.0,3.3
13956,auto,medium,large,1999,15.0,22.0,3.3
13957,auto,medium,large,1999,16.0,23.0,3.4
13958,auto,few,large,1999,18.0,24.0,2.4
13959,auto,medium,large,1999,17.0,24.0,3.0
13960,auto,medium,large,1999,16.0,22.0,3.3
13961,auto,medium,large,1999,16.0,22.0,3.3
13962,auto,medium,large,1999,15.0,22.0,3.8
13963,auto,medium,large,1999,16.0,23.0,3.4
13964,auto,medium,large,1999,16.0,22.0,3.0
13965,auto,medium,large,1999,14.0,19.0,2.8
13966,auto,medium,large,1999,15.0,21.0,3.8
13967,auto,medium,large,1999,15.0,21.0,3.8
13968,auto,medium,large,1999,15.0,21.0,3.8
13969,auto,medium,midsize,1999,15.0,20.0,4.3
13970,manual,medium,midsize,1999,15.0,21.0,4.3
13971,auto,medium,midsize,1999,13.0,17.0,5.7
13972,auto,medium,midsize,1999,13.0,17.0,5.7
13973,manual,few,midsize,1999,22.0,26.0,1.6
13974,auto,few,midsize,1999,21.0,23.0,2.0
13975,manual,few,midsize,1999,21.0,23.0,2.0
13976,auto,few,midsize,1999,21.0,24.0,2.0
13977,manual,few,midsize,1999,21.0,23.0,2.0
13978,auto,medium,midsize,1999,14.0,19.0,3.9
13979,auto,medium,midsize,1999,13.0,17.0,5.2
13980,auto,medium,midsize,1999,11.0,16.0,5.9
13981,auto,medium,midsize,1999,11.0,17.0,4.6
13982,auto,medium,midsize,1999,11.0,17.0,5.4
13983,auto,medium,midsize,1999,15.0,20.0,4.0
13984,auto,medium,midsize,1999,15.0,19.0,4.0
13985,manual,medium,midsize,1999,16.0,21.0,4.0
13986,auto,medium,midsize,1999,13.0,17.0,5.0
13987,auto,medium,midsize,1999,13.0,17.0,5.7
13988,auto,medium,midsize,1999,13.0,17.0,5.7
13989,auto,medium,midsize,1999,15.0,20.0,4.3
13990,manual,medium,midsize,1999,15.0,21.0,4.3
13991,auto,medium,midsize,1999,15.0,19.0,3.2
13992,manual,medium,midsize,1999,16.0,20.0,3.2
13993,manual,few,midsize,1999,18.0,22.0,2.2
13994,auto,medium,midsize,1999,15.0,20.0,3.2
13995,manual,few,midsize,1999,18.0,22.0,2.2
13996,auto,medium,midsize,1999,15.0,19.0,3.2
13997,manual,medium,midsize,1999,16.0,20.0,3.2
13998,auto,few,midsize,1999,16.0,20.0,2.5
13999,manual,few,midsize,1999,18.0,23.0,2.5
14000,auto,medium,midsize,1999,15.0,20.0,4.0
14001,manual,medium,midsize,1999,16.0,22.0,4.0
14002,auto,medium,midsize,1999,15.0,20.0,4.0
14003,auto,few,midsize,1999,17.0,21.0,2.0
14004,manual,few,midsize,1999,17.0,21.0,2.0
14005,auto,medium,midsize,1999,11.0,17.0,5.4
14006,auto,medium,midsize,1999,11.0,16.0,5.4
14007,auto,medium,midsize,1999,14.0,19.0,4.0
14008,auto,medium,midsize,1999,13.0,17.0,5.0
14009,manual,few,midsize,1999,19.0,22.0,2.4
14010,auto,medium,midsize,1999,16.0,20.0,3.0
14011,auto,medium,midsize,1999,15.0,19.0,3.5
14012,auto,few,midsize,1999,17.0,22.0,2.4
14013,manual,few,midsize,1999,19.0,22.0,2.4
14014,auto,medium,midsize,1999,16.0,20.0,3.0
14015,auto,medium,midsize,1999,15.0,19.0,3.3
14016,manual,medium,midsize,1999,15.0,17.0,3.3
14017,auto,medium,midsize,1999,17.0,20.0,2.5
14018,manual,medium,midsize,1999,17.0,20.0,2.5
14019,auto,few,midsize,1999,22.0,25.0,1.6
14020,manual,few,midsize,1999,22.0,26.0,1.6
14021,auto,few,midsize,1999,21.0,23.0,2.0
14022,manual,few,midsize,1999,19.0,22.0,2.0
14023,auto,few,midsize,1999,21.0,23.0,2.0
14024,manual,few,midsize,1999,19.0,23.0,2.0
14025,auto,few,midsize,1999,18.0,22.0,2.7
14026,manual,few,midsize,1999,16.0,21.0,2.7
14027,auto,medium,midsize,1999,15.0,20.0,3.4
14028,auto,few,midsize,1999,21.0,26.0,2.0
14029,manual,few,midsize,1999,21.0,26.0,2.0
14030,auto,few,midsize,1999,21.0,26.0,2.0
14031,manual,few,midsize,1999,21.0,26.0,2.0
14032,auto,medium,midsize,1999,14.0,17.0,3.5
14033,auto,medium,midsize,1999,11.0,15.0,5.7
14034,auto,medium,midsize,1999,15.0,19.0,4.3
14035,manual,medium,midsize,1999,14.0,17.0,4.3
14036,auto,medium,midsize,1999,11.0,15.0,5.7
14037,auto,medium,midsize,1999,14.0,17.0,6.5
14038,manual,few,midsize,1999,22.0,25.0,1.6
14039,auto,few,midsize,1999,21.0,23.0,2.0
14040,manual,few,midsize,1999,19.0,23.0,2.0
14041,auto,few,midsize,1999,21.0,23.0,2.0
14042,manual,few,midsize,1999,19.0,23.0,2.0
14043,auto,medium,midsize,1999,13.0,17.0,3.9
14044,auto,medium,midsize,1999,11.0,16.0,5.2
14045,auto,medium,midsize,1999,11.0,15.0,5.9
14046,auto,medium,midsize,1999,11.0,15.0,4.6
14047,auto,medium,midsize,1999,11.0,15.0,5.4
14048,auto,medium,midsize,1999,14.0,17.0,4.0
14049,auto,medium,midsize,1999,14.0,17.0,4.0
14050,manual,medium,midsize,1999,15.0,19.0,4.0
14051,auto,medium,midsize,1999,13.0,17.0,5.0
14052,auto,medium,midsize,1999,15.0,19.0,4.3
14053,manual,medium,midsize,1999,14.0,17.0,4.3
14054,auto,medium,midsize,1999,11.0,15.0,5.7
14055,auto,medium,midsize,1999,14.0,17.0,6.5
14056,auto,medium,midsize,1999,15.0,19.0,3.2
14057,manual,medium,midsize,1999,16.0,19.0,3.2
14058,auto,medium,midsize,1999,14.0,17.0,3.3
14059,manual,few,midsize,1999,18.0,21.0,2.2
14060,auto,medium,midsize,1999,15.0,20.0,3.2
14061,manual,medium,midsize,1999,16.0,20.0,3.2
14062,auto,medium,midsize,1999,15.0,19.0,3.2
14063,manual,medium,midsize,1999,16.0,19.0,3.2
14064,auto,medium,midsize,1999,14.0,17.0,3.5
14065,manual,medium,midsize,1999,15.0,17.0,3.5
14066,manual,few,midsize,1999,16.0,19.0,2.5
14067,auto,medium,midsize,1999,15.0,20.0,4.0
14068,manual,medium,midsize,1999,15.0,20.0,4.0
14069,auto,medium,midsize,1999,15.0,20.0,4.0
14070,auto,medium,midsize,1999,14.0,17.0,4.7
14071,auto,few,midsize,1999,15.0,17.0,2.5
14072,manual,few,midsize,1999,16.0,19.0,2.5
14073,auto,medium,midsize,1999,14.0,17.0,4.0
14074,manual,medium,midsize,1999,15.0,17.0,4.0
14075,auto,few,midsize,1999,17.0,21.0,2.0
14076,manual,few,midsize,1999,17.0,21.0,2.0
14077,auto,medium,midsize,1999,13.0,16.0,4.0
14078,auto,medium,midsize,1999,11.0,15.0,4.0
14079,auto,medium,midsize,1999,11.0,15.0,4.0
14080,auto,medium,midsize,1999,11.0,15.0,4.6
14081,auto,medium,midsize,1999,11.0,15.0,4.7
14082,auto,medium,midsize,1999,11.0,15.0,5.4
14083,auto,medium,midsize,1999,11.0,15.0,5.4
14084,auto,medium,midsize,1999,15.0,20.0,3.2
14085,auto,medium,midsize,1999,14.0,17.0,4.3
14086,auto,medium,midsize,1999,14.0,17.0,4.0
14087,auto,medium,midsize,1999,13.0,17.0,5.0
14088,auto,medium,midsize,1999,15.0,19.0,3.0
14089,manual,medium,midsize,1999,15.0,17.0,3.0
14090,auto,medium,midsize,1999,15.0,17.0,3.5
14091,auto,medium,midsize,1999,16.0,20.0,3.0
14092,manual,medium,midsize,1999,15.0,20.0,3.0
14093,auto,medium,midsize,1999,15.0,19.0,3.5
14094,auto,medium,midsize,1999,16.0,20.0,3.0
14095,manual,medium,midsize,1999,15.0,20.0,3.0
14096,auto,medium,midsize,1999,14.0,17.0,3.3
14097,manual,medium,midsize,1999,15.0,17.0,3.3
14098,auto,medium,midsize,1999,15.0,19.0,4.3
14099,auto,medium,midsize,1999,16.0,19.0,2.5
14100,manual,medium,midsize,1999,17.0,20.0,2.5
14101,auto,few,midsize,1999,21.0,25.0,1.6
14102,manual,few,midsize,1999,22.0,25.0,1.6
14103,auto,few,midsize,1999,21.0,23.0,2.0
14104,manual,few,midsize,1999,19.0,22.0,2.0
14105,auto,few,midsize,1999,21.0,23.0,2.0
14106,manual,few,midsize,1999,19.0,23.0,2.0
14107,auto,few,midsize,1999,16.0,20.0,2.7
14108,manual,few,midsize,1999,15.0,20.0,2.7
14109,auto,medium,midsize,1999,15.0,19.0,3.4
14110,manual,medium,midsize,1999,15.0,17.0,3.4
14111,auto,medium,midsize,1999,11.0,15.0,4.7
14112,auto,few,midsize,1999,19.0,24.0,2.0
14113,manual,few,midsize,1999,19.0,23.0,2.0
14114,auto,few,midsize,1999,19.0,24.0,2.0
14115,manual,few,midsize,1999,19.0,24.0,2.0
14116,auto,medium,small,2000,15.0,22.0,3.0
14117,manual,medium,small,2000,15.0,22.0,3.2
14118,manual,medium,small,2000,17.0,24.0,3.2
14119,auto,medium,small,2000,17.0,24.0,2.8
14120,manual,medium,small,2000,17.0,24.0,2.8
14121,auto,medium,small,2000,17.0,24.0,2.5
14122,manual,medium,small,2000,18.0,25.0,2.5
14123,auto,medium,small,2000,17.0,24.0,2.8
14124,manual,medium,small,2000,17.0,24.0,2.8
14125,manual,medium,small,2000,11.0,20.0,4.9
14126,auto,medium,small,2000,15.0,23.0,5.7
14127,manual,medium,small,2000,16.0,25.0,5.7
14128,manual,many,small,2000,11.0,20.0,8.0
14129,manual,many,small,2000,11.0,20.0,8.0
14130,manual,medium,small,2000,10.0,15.0,3.6
14131,auto,medium,small,2000,9.0,15.0,3.6
14132,manual,many,small,2000,7.0,12.0,5.5
14133,manual,few,small,2000,48.0,61.0,1.0
14134,manual,few,small,2000,18.0,24.0,2.0
14135,manual,medium,small,2000,14.0,20.0,3.5
14136,auto,few,small,2000,21.0,26.0,1.8
14137,manual,few,small,2000,22.0,26.0,1.8
14138,manual,few,small,2000,21.0,26.0,1.8
14139,auto,medium,small,2000,15.0,21.0,5.0
14140,auto,many,small,2000,11.0,17.0,6.0
14141,auto,few,small,2000,19.0,27.0,2.3
14142,manual,few,small,2000,18.0,29.0,2.3
14143,auto,medium,small,2000,15.0,21.0,3.5
14144,auto,medium,small,2000,15.0,23.0,2.7
14145,manual,medium,small,2000,17.0,25.0,2.7
14146,auto,medium,small,2000,15.0,22.0,3.2
14147,manual,medium,small,2000,16.0,24.0,3.2
14148,manual,few,small,2000,22.0,27.0,1.8
14149,auto,many,small,2000,10.0,17.0,5.9
14150,manual,many,small,2000,10.0,17.0,5.9
14151,auto,many,small,2000,10.0,17.0,5.9
14152,manual,many,small,2000,10.0,17.0,5.9
14153,manual,few,small,2000,19.0,29.0,1.8
14154,manual,few,small,2000,18.0,26.0,1.8
14155,auto,medium,small,2000,15.0,22.0,2.5
14156,manual,medium,small,2000,17.0,23.0,2.5
14157,manual,medium,small,2000,17.0,24.0,3.2
14158,auto,medium,small,2000,15.0,22.0,4.0
14159,auto,medium,small,2000,15.0,20.0,4.0
14160,auto,medium,small,2000,17.0,26.0,3.2
14161,auto,medium,small,2000,15.0,22.0,4.3
14162,auto,medium,small,2000,15.0,23.0,3.4
14163,auto,medium,small,2000,15.0,22.0,3.4
14164,manual,medium,small,2000,15.0,23.0,3.4
14165,manual,medium,small,2000,15.0,22.0,3.4
14166,manual,medium,small,2000,17.0,29.0,4.6
14167,auto,few,small,2000,21.0,27.0,1.8
14168,manual,few,small,2000,22.0,29.0,1.8
14169,manual,few,small,2000,22.0,27.0,1.8
14170,auto,medium,small,2000,10.0,15.0,6.7
14171,auto,medium,small,2000,10.0,15.0,6.7
14172,auto,medium,small,2000,10.0,15.0,6.7
14173,auto,medium,small,2000,17.0,25.0,2.5
14174,manual,medium,small,2000,18.0,26.0,2.5
14175,auto,medium,small,2000,16.0,25.0,2.8
14176,manual,medium,small,2000,18.0,26.0,2.8
14177,auto,medium,small,2000,17.0,26.0,3.8
14178,manual,medium,small,2000,17.0,27.0,3.8
14179,auto,medium,small,2000,15.0,23.0,5.7
14180,manual,medium,small,2000,16.0,25.0,5.7
14181,auto,few,small,2000,21.0,26.0,2.2
14182,auto,few,small,2000,21.0,29.0,2.2
14183,manual,few,small,2000,21.0,31.0,2.2
14184,auto,few,small,2000,19.0,27.0,2.4
14185,manual,few,small,2000,21.0,30.0,2.4
14186,manual,few,small,2000,33.0,41.0,1.0
14187,auto,few,small,2000,26.0,31.0,1.3
14188,manual,few,small,2000,31.0,38.0,1.3
14189,auto,many,small,2000,9.0,14.0,5.5
14190,manual,many,small,2000,9.0,15.0,5.5
14191,auto,few,small,2000,22.0,30.0,2.0
14192,manual,few,small,2000,22.0,30.0,2.0
14193,auto,medium,small,2000,18.0,25.0,3.8
14194,manual,medium,small,2000,18.0,26.0,3.8
14195,auto,medium,small,2000,15.0,22.0,4.6
14196,manual,medium,small,2000,15.0,23.0,4.6
14197,manual,medium,small,2000,15.0,22.0,4.6
14198,manual,medium,small,2000,11.0,17.0,5.4
14199,auto,few,small,2000,24.0,32.0,1.6
14200,auto,few,small,2000,24.0,32.0,1.6
14201,auto,few,small,2000,24.0,31.0,1.6
14202,manual,few,small,2000,28.0,33.0,1.6
14203,manual,few,small,2000,26.0,32.0,1.6
14204,manual,few,small,2000,23.0,29.0,1.6
14205,auto,few,small,2000,29.0,35.0,1.6
14206,manual,few,small,2000,30.0,39.0,1.6
14207,auto,few,small,2000,18.0,24.0,2.2
14208,manual,few,small,2000,19.0,25.0,2.2
14209,auto,few,small,2000,19.0,27.0,2.0
14210,manual,few,small,2000,21.0,29.0,2.0
14211,auto,few,small,2000,19.0,26.0,2.2
14212,auto,few,small,2000,18.0,25.0,2.2
14213,auto,medium,small,2000,16.0,23.0,4.0
14214,auto,medium,small,2000,15.0,21.0,4.0
14215,auto,medium,small,2000,17.0,21.0,3.0
14216,auto,medium,small,2000,16.0,23.0,4.0
14217,auto,medium,small,2000,18.0,26.0,3.2
14218,auto,medium,small,2000,16.0,23.0,4.3
14219,auto,few,small,2000,18.0,26.0,2.4
14220,auto,few,small,2000,18.0,25.0,2.4
14221,manual,few,small,2000,21.0,29.0,2.4
14222,auto,medium,small,2000,18.0,25.0,3.0
14223,manual,medium,small,2000,18.0,26.0,3.0
14224,auto,few,small,2000,24.0,33.0,1.5
14225,manual,few,small,2000,28.0,36.0,1.5
14226,auto,few,small,2000,23.0,30.0,1.8
14227,manual,few,small,2000,24.0,33.0,1.8
14228,auto,medium,small,2000,17.0,26.0,3.8
14229,manual,medium,small,2000,17.0,27.0,3.8
14230,auto,medium,small,2000,15.0,23.0,5.7
14231,manual,medium,small,2000,16.0,25.0,5.7
14232,auto,few,small,2000,21.0,26.0,2.2
14233,auto,few,small,2000,21.0,29.0,2.2
14234,manual,few,small,2000,21.0,31.0,2.2
14235,auto,few,small,2000,19.0,27.0,2.4
14236,manual,few,small,2000,21.0,30.0,2.4
14237,auto,medium,small,2000,10.0,15.0,6.7
14238,auto,few,small,2000,18.0,24.0,2.0
14239,auto,few,small,2000,18.0,23.0,2.0
14240,manual,few,small,2000,19.0,26.0,2.0
14241,manual,few,small,2000,18.0,26.0,2.0
14242,manual,few,small,2000,18.0,26.0,2.3
14243,auto,few,small,2000,23.0,33.0,1.9
14244,auto,few,small,2000,22.0,33.0,1.9
14245,manual,few,small,2000,24.0,36.0,1.9
14246,manual,few,small,2000,23.0,35.0,1.9
14247,auto,few,small,2000,21.0,26.0,2.5
14248,manual,few,small,2000,18.0,26.0,2.5
14249,auto,few,small,2000,23.0,31.0,1.6
14250,manual,few,small,2000,26.0,33.0,1.6
14251,auto,few,small,2000,23.0,30.0,1.8
14252,manual,few,small,2000,24.0,32.0,1.8
14253,auto,few,small,2000,26.0,31.0,1.3
14254,manual,few,small,2000,31.0,38.0,1.3
14255,auto,few,small,2000,21.0,27.0,2.2
14256,auto,medium,small,2000,17.0,24.0,3.0
14257,auto,few,small,2000,23.0,31.0,1.8
14258,auto,few,small,2000,21.0,27.0,1.8
14259,manual,few,small,2000,24.0,31.0,1.8
14260,manual,few,small,2000,21.0,29.0,1.8
14261,auto,few,small,2000,19.0,26.0,2.0
14262,manual,few,small,2000,21.0,29.0,2.0
14263,auto,few,small,2000,19.0,25.0,1.8
14264,manual,few,small,2000,22.0,29.0,1.8
14265,auto,few,small,2000,29.0,41.0,1.9
14266,manual,few,small,2000,35.0,44.0,1.9
14267,auto,few,small,2000,19.0,26.0,2.0
14268,manual,few,small,2000,21.0,29.0,2.0
14269,auto,medium,small,2000,17.0,23.0,2.3
14270,manual,medium,small,2000,18.0,24.0,2.3
14271,auto,medium,small,2000,17.0,24.0,2.4
14272,auto,few,small,2000,18.0,27.0,1.8
14273,manual,few,small,2000,21.0,29.0,1.8
14274,auto,medium,small,2000,16.0,24.0,2.8
14275,manual,medium,small,2000,18.0,26.0,2.8
14276,auto,few,small,2000,17.0,26.0,1.8
14277,manual,few,small,2000,19.0,26.0,1.8
14278,auto,medium,small,2000,16.0,23.0,2.8
14279,manual,medium,small,2000,16.0,23.0,2.8
14280,auto,medium,small,2000,15.0,22.0,2.7
14281,manual,medium,small,2000,15.0,22.0,2.7
14282,auto,medium,small,2000,10.0,15.0,6.7
14283,auto,medium,small,2000,17.0,26.0,2.5
14284,auto,medium,small,2000,17.0,25.0,2.5
14285,manual,medium,small,2000,18.0,26.0,2.5
14286,auto,medium,small,2000,17.0,25.0,2.8
14287,auto,medium,small,2000,16.0,25.0,2.8
14288,manual,medium,small,2000,18.0,26.0,2.8
14289,auto,medium,small,2000,16.0,24.0,2.8
14290,auto,medium,small,2000,16.0,24.0,2.8
14291,manual,medium,small,2000,18.0,26.0,2.8
14292,auto,medium,small,2000,16.0,22.0,4.4
14293,auto,medium,small,2000,14.0,20.0,4.4
14294,manual,medium,small,2000,14.0,21.0,4.4
14295,manual,medium,small,2000,11.0,20.0,4.9
14296,auto,few,small,2000,24.0,29.0,1.8
14297,auto,few,small,2000,25.0,33.0,1.8
14298,manual,few,small,2000,26.0,35.0,1.8
14299,auto,medium,small,2000,17.0,25.0,2.5
14300,auto,medium,small,2000,17.0,25.0,2.5
14301,auto,medium,small,2000,16.0,24.0,2.5
14302,auto,few,small,2000,21.0,33.0,1.5
14303,manual,few,small,2000,23.0,33.0,1.5
14304,auto,few,small,2000,21.0,31.0,1.6
14305,manual,few,small,2000,23.0,33.0,1.6
14306,auto,few,small,2000,19.0,27.0,2.0
14307,manual,few,small,2000,19.0,29.0,2.0
14308,auto,medium,small,2000,17.0,25.0,2.5
14309,auto,few,small,2000,22.0,29.0,2.0
14310,manual,few,small,2000,24.0,32.0,2.0
14311,auto,few,small,2000,19.0,29.0,2.0
14312,manual,few,small,2000,21.0,31.0,2.0
14313,auto,medium,small,2000,18.0,26.0,2.5
14314,manual,medium,small,2000,18.0,26.0,2.5
14315,auto,few,small,2000,23.0,31.0,2.0
14316,manual,few,small,2000,23.0,32.0,2.0
14317,auto,few,small,2000,23.0,30.0,2.0
14318,auto,few,small,2000,22.0,29.0,2.0
14319,manual,few,small,2000,23.0,32.0,2.0
14320,manual,few,small,2000,22.0,30.0,2.0
14321,auto,few,small,2000,23.0,31.0,1.5
14322,manual,few,small,2000,24.0,33.0,1.5
14323,auto,few,small,2000,19.0,29.0,2.0
14324,manual,few,small,2000,21.0,30.0,2.0
14325,auto,few,small,2000,21.0,27.0,2.0
14326,manual,few,small,2000,21.0,29.0,2.0
14327,auto,medium,small,2000,15.0,22.0,4.0
14328,auto,medium,small,2000,15.0,20.0,4.0
14329,auto,few,small,2000,19.0,29.0,1.8
14330,manual,few,small,2000,21.0,26.0,1.8
14331,auto,medium,small,2000,17.0,24.0,3.0
14332,manual,few,small,2000,21.0,31.0,2.0
14333,auto,medium,small,2000,18.0,26.0,2.5
14334,manual,medium,small,2000,18.0,26.0,2.5
14335,auto,few,small,2000,19.0,29.0,2.0
14336,manual,few,small,2000,21.0,31.0,2.0
14337,auto,medium,small,2000,18.0,26.0,2.5
14338,manual,medium,small,2000,18.0,26.0,2.5
14339,auto,medium,small,2000,18.0,26.0,2.3
14340,auto,medium,small,2000,18.0,25.0,2.5
14341,auto,few,small,2000,23.0,30.0,1.6
14342,manual,few,small,2000,25.0,31.0,1.6
14343,auto,few,small,2000,21.0,26.0,1.8
14344,manual,few,small,2000,23.0,27.0,1.8
14345,auto,few,small,2000,18.0,26.0,2.3
14346,auto,medium,small,2000,18.0,25.0,2.8
14347,auto,medium,small,2000,16.0,21.0,4.3
14348,auto,medium,small,2000,15.0,21.0,5.0
14349,auto,few,small,2000,18.0,26.0,2.4
14350,manual,few,small,2000,21.0,29.0,2.4
14351,auto,few,small,2000,23.0,30.0,1.8
14352,manual,few,small,2000,23.0,32.0,1.8
14353,auto,few,small,2000,21.0,27.0,2.0
14354,manual,few,small,2000,21.0,29.0,2.0
14355,auto,few,small,2000,19.0,27.0,2.4
14356,manual,few,small,2000,19.0,29.0,2.4
14357,auto,medium,small,2000,18.0,29.0,3.4
14358,auto,few,small,2000,22.0,29.0,2.0
14359,manual,few,small,2000,24.0,32.0,2.0
14360,auto,few,small,2000,19.0,27.0,2.4
14361,manual,few,small,2000,19.0,29.0,2.4
14362,auto,medium,small,2000,18.0,29.0,3.4
14363,auto,few,small,2000,23.0,35.0,1.9
14364,auto,few,small,2000,22.0,33.0,1.9
14365,manual,few,small,2000,25.0,36.0,1.9
14366,manual,few,small,2000,23.0,35.0,1.9
14367,auto,few,small,2000,19.0,25.0,2.5
14368,manual,few,small,2000,18.0,26.0,2.5
14369,auto,few,small,2000,19.0,27.0,2.2
14370,auto,few,small,2000,21.0,27.0,2.2
14371,manual,few,small,2000,21.0,29.0,2.2
14372,auto,medium,small,2000,17.0,25.0,3.0
14373,manual,medium,small,2000,18.0,26.0,3.0
14374,auto,few,small,2000,24.0,29.0,1.8
14375,auto,few,small,2000,25.0,33.0,1.8
14376,manual,few,small,2000,26.0,35.0,1.8
14377,auto,few,small,2000,26.0,35.0,1.5
14378,manual,few,small,2000,29.0,37.0,1.5
14379,auto,few,small,2000,19.0,26.0,1.8
14380,manual,few,small,2000,21.0,29.0,1.8
14381,auto,few,small,2000,29.0,41.0,1.9
14382,manual,few,small,2000,35.0,44.0,1.9
14383,auto,few,small,2000,19.0,26.0,2.0
14384,manual,few,small,2000,21.0,29.0,2.0
14385,auto,few,small,2000,19.0,26.0,1.8
14386,manual,few,small,2000,21.0,29.0,1.8
14387,auto,few,small,2000,19.0,26.0,2.0
14388,manual,few,small,2000,21.0,29.0,2.0
14389,manual,medium,small,2000,18.0,26.0,2.8
14390,auto,few,small,2000,19.0,26.0,1.8
14391,manual,few,small,2000,21.0,29.0,1.8
14392,auto,few,small,2000,29.0,41.0,1.9
14393,manual,few,small,2000,35.0,44.0,1.9
14394,auto,few,small,2000,19.0,26.0,2.0
14395,manual,few,small,2000,21.0,29.0,2.0
14396,auto,medium,small,2000,17.0,24.0,2.8
14397,manual,medium,small,2000,17.0,26.0,2.8
14398,auto,medium,small,2000,17.0,25.0,2.3
14399,manual,medium,small,2000,18.0,25.0,2.3
14400,auto,medium,small,2000,17.0,25.0,2.4
14401,auto,few,small,2000,18.0,26.0,1.9
14402,auto,medium,midsize,2000,17.0,26.0,3.2
14403,auto,medium,midsize,2000,16.0,22.0,3.5
14404,auto,medium,midsize,2000,15.0,24.0,2.8
14405,auto,medium,midsize,2000,15.0,22.0,2.7
14406,manual,medium,midsize,2000,15.0,22.0,2.7
14407,auto,medium,midsize,2000,15.0,22.0,2.8
14408,manual,medium,midsize,2000,16.0,22.0,2.8
14409,auto,medium,midsize,2000,15.0,22.0,4.2
14410,auto,medium,midsize,2000,15.0,22.0,4.2
14411,auto,medium,midsize,2000,11.0,15.0,4.4
14412,auto,medium,midsize,2000,10.0,15.0,6.7
14413,auto,medium,midsize,2000,15.0,21.0,4.4
14414,auto,medium,midsize,2000,14.0,20.0,4.4
14415,auto,medium,midsize,2000,18.0,27.0,3.1
14416,auto,medium,midsize,2000,18.0,26.0,3.8
14417,auto,medium,midsize,2000,16.0,25.0,3.8
14418,auto,medium,midsize,2000,16.0,22.0,3.0
14419,auto,medium,midsize,2000,15.0,26.0,4.6
14420,auto,medium,midsize,2000,15.0,26.0,4.6
14421,auto,medium,midsize,2000,18.0,27.0,3.1
14422,auto,medium,midsize,2000,18.0,29.0,3.4
14423,auto,medium,midsize,2000,18.0,26.0,3.8
14424,auto,few,midsize,2000,19.0,27.0,2.4
14425,auto,medium,midsize,2000,18.0,27.0,3.1
14426,auto,few,midsize,2000,18.0,26.0,2.4
14427,auto,medium,midsize,2000,17.0,25.0,2.5
14428,auto,medium,midsize,2000,16.0,24.0,2.5
14429,auto,few,midsize,2000,18.0,26.0,2.2
14430,manual,few,midsize,2000,18.0,26.0,2.2
14431,auto,few,midsize,2000,18.0,26.0,2.0
