,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement,Emb_dim1,Emb_dim2
12370,manual,few,small,1997,26.0,31.0,1.5908,8.997884750366211,-25.630037307739258
23396,auto,few,midsize,2008,19.0,24.0,2.4,-20.442882537841797,-20.31736183166504
2025,lock-up,medium,large,1986,17.0,27.0,3.7884,25.775131225585938,6.165506839752197
15625,auto,medium,large,2001,16.0,21.0,2.5,-14.678997039794922,2.5871946811676025
19303,auto,few,small,2005,26.0,35.0,1.8,3.322100877761841,-29.84654426574707
2176,auto,medium,midsize,1986,18.0,26.0,2.9848,27.186975479125977,5.108362674713135
17713,auto,medium,midsize,2003,13.0,17.0,5.3,-25.2691707611084,16.412925720214844
9415,lock-up,few,small,1993,19.0,25.0,2.0008,11.969399452209473,0.06320912390947342
20043,manual,few,midsize,2005,21.0,27.0,2.5,-9.045822143554688,-23.14282989501953
18621,auto,medium,large,2004,14.0,17.0,4.6,-26.231279373168945,13.988428115844727
8081,manual,medium,midsize,1992,16.0,21.0,2.2304,11.760323524475098,10.517366409301758
859,manual,medium,large,1985,15.0,17.0,4.2312,3.6247880458831787,32.37178039550781
20015,auto,medium,midsize,2005,13.0,16.0,5.0,-28.600584030151367,15.275634765625
9336,lock-up,medium,large,1993,15.0,20.0,6.2156,-1.931065559387207,14.138097763061523
2971,lock-up,few,small,1987,21.0,27.0,1.9516,29.81775665283203,-2.3712923526763916
19190,auto,medium,small,2005,14.0,19.0,2.7,-25.704833984375,4.163923263549805
13879,auto,medium,large,1999,14.0,17.0,4.8,-18.052873611450195,20.018705368041992
16925,manual,medium,small,2003,17.0,26.0,3.2,-10.171420097351074,-14.076425552368164
14894,auto,medium,midsize,2000,13.0,17.0,4.8,-19.833759307861328,19.85249137878418
15504,auto,medium,large,2001,14.0,17.0,5.3,-21.585041046142578,18.56604766845703
1467,lock-up,few,small,1985,25.0,29.0,1.476,30.911800384521484,-19.727785110473633
7150,auto,medium,midsize,1991,11.0,15.0,3.4276,-5.849957466125488,32.742431640625
13407,manual,few,small,1999,19.0,29.0,2.0,2.6603314876556396,-13.69120979309082
12935,manual,medium,midsize,1998,17.0,25.0,2.8,-0.48228752613067627,-6.026062488555908
14238,auto,few,small,2000,18.0,24.0,2.0,-4.544257640838623,-6.329648971557617
20534,auto,medium,large,2006,15.0,23.0,3.5,-26.013607025146484,-6.262326717376709
